ID,Name,Description,Contributor,Citation,Examples_Count
langsci250,A grammar of Sanzhi Dargwa,,"Forker, Diana","Forker, Diana (ed.) 2019. A grammar of Sanzhi Dargwa. (Languages of the Caucasus, 2.) Berlin: Language Science Press.",1905
langsci251,Sound structure and sound change: A modeling approach,,"Morley, Rebecca L.","Morley, Rebecca L. (ed.) 2019. Sound structure and sound change: A modeling approach. (Conceptual Foundations of Language Science, 4.) Berlin: Language Science Press.",0
langsci252,Quantification and scales in change,,"Gergel, Remus & Watkins, Jonathan ","Gergel, Remus and Watkins, Jonathan (eds.) 2019. Quantification and scales in change. (Topics at the Grammar-Discourse Interface, 7.) Berlin: Language Science Press.",258
langsci253,Greece’s labyrinth of language: A study in the early modern discovery of dialect diversity,,"Van Rooy, Raf","Van Rooy, Raf (ed.) 2020. Greece’s labyrinth of language: A study in the early modern discovery of dialect diversity. (History and Philosophy of the Language Sciences, 2.) Berlin: Language Science Press.",0
langsci254,Agree to Agree: Agreement in the Minimalist Programme,,"Smith, Peter W. & Mursell, Johannes & Hartmann, Katharina ","Smith, Peter W. and Mursell, Johannes and Hartmann, Katharina (eds.) 2020. Agree to Agree: Agreement in the Minimalist Programme. (Open Generative Syntax, 6.) Berlin: Language Science Press.",401
langsci256,The clausal syntax of German Sign Language: A cartographic approach,,"Bross, Fabian","Bross, Fabian (ed.) 2019. The clausal syntax of German Sign Language: A cartographic approach. (Open Generative Syntax, 4.) Berlin: Language Science Press.",77
langsci258,Dative constructions in Romance and beyond,,"Pineda, Anna & Mateu, Jaume ","Pineda, Anna and Mateu, Jaume (eds.) 2020. Dative constructions in Romance and beyond. (Open Generative Syntax, 7.) Berlin: Language Science Press.",463
langsci259,Head-Driven Phrase Structure Grammar: The handbook,,"Müller, Stefan & Abeillé, Anne & Borsley, Robert D. & Koenig, Jean-Pierre ","Müller, Stefan and Abeillé, Anne and Borsley, Robert D. and Koenig, Jean-Pierre (eds.) 2021. Head-Driven Phrase Structure Grammar: The handbook. (Empirically Oriented Theoretical Morphology and Syntax, 9.) Berlin: Language Science Press.",478
langsci260,Advances in formal Slavic linguistics 2017,,"Marušič, Franc & Mišmaš, Petra & Žaucer, Rok ","Marušič, Franc and Mišmaš, Petra and Žaucer, Rok (eds.) 2019. Advances in formal Slavic linguistics 2017. (Open Slavic Linguistics, 3.) Berlin: Language Science Press.",466
langsci261,"Evidentiality, egophoricity and engagement",,"Bergqvist, Henrik & Kittilä, Seppo ","Bergqvist, Henrik and Kittilä, Seppo (eds.) 2019. Evidentiality, egophoricity and engagement. (Studies in Diversity Linguistics, 30.) Berlin: Language Science Press.",411
langsci262,"One-to-many-relations in morphology, syntax, and semantics",,"Crysmann, Berthold & Sailer, Manfred ","Crysmann, Berthold and Sailer, Manfred (eds.) 2021. One-to-many-relations in morphology, syntax, and semantics. (Empirically Oriented Theoretical Morphology and Syntax, 7.) Berlin: Language Science Press.",134
langsci263,Getting others to do things: A pragmatic typology of recruitments,,"Floyd, Simeon & Rossi, Giovanni & Enfield, N. J. & Kendrick, Kobin H. & Blythe, Joe & Zinken, Jörg & Baranova, Julija & Dingemanse, Mark","Floyd, Simeon and Rossi, Giovanni and Enfield, N. J. and Kendrick, Kobin H. and Blythe, Joe and Zinken, Jörg and Baranova, Julija and Dingemanse, Mark (eds.) 2020. Getting others to do things: A pragmatic typology of recruitments. (Studies in Diversity Linguistics, 31.) Berlin: Language Science Press.",4
langsci265,Utterance structure in initial L2 acquisition,,"Saturno, Jacopo","Saturno, Jacopo (ed.) 2020. Utterance structure in initial L2 acquisition. (EuroSLA Studies, 2.) Berlin: Language Science Press.",68
langsci268,"Third language acquisition: Age, proficiency and multilingualism",,"Bardel, Camilla & Sánchez, Laura ","Bardel, Camilla and Sánchez, Laura (eds.) 2020. Third language acquisition: Age, proficiency and multilingualism. (EuroSLA Studies, 3.) Berlin: Language Science Press.",70
langsci270,On a law of Indo-European word order: Über ein Gesetz der indogermanischen Wortstellung,,"Wackernagel, Jacob & Walkden, George & Sevdali, Christina & Macleod, Morgan","Wackernagel, Jacob and Walkden, George and Sevdali, Christina and Macleod, Morgan (eds.) 2020. On a law of Indo-European word order: Über ein Gesetz der indogermanischen Wortstellung. (Classics in Linguistics, 7.) Berlin: Language Science Press.",1346
langsci271,"Voice at the interfaces: The syntax, semantics, and morphology of the Hebrew verb",,"Kastner, Itamar","Kastner, Itamar (ed.) 2020. Voice at the interfaces: The syntax, semantics, and morphology of the Hebrew verb. (Open Generative Syntax, 8.) Berlin: Language Science Press.",247
langsci274,Language and scientific explanation: Where does semantics fit in?,,"Asoulin, Eran","Asoulin, Eran (ed.) 2020. Language and scientific explanation: Where does semantics fit in?. (Conceptual Foundations of Language Science, 5.) Berlin: Language Science Press.",0
langsci275,Syntactic architecture and its consequences I: Syntax inside the grammar,,"Bárány, András & Biberauer, Theresa & Douglas, Jamie & Vikner, Sten ","Bárány, András and Biberauer, Theresa and Douglas, Jamie and Vikner, Sten (eds.) 2020. Syntactic architecture and its consequences I: Syntax inside the grammar. (Open Generative Syntax, 9.) Berlin: Language Science Press.",354
langsci276,Syntactic architecture and its consequences II: Between syntax and morphology,,"Bárány, András & Biberauer, Theresa & Douglas, Jamie & Vikner, Sten ","Bárány, András and Biberauer, Theresa and Douglas, Jamie and Vikner, Sten (eds.) 2020. Syntactic architecture and its consequences II: Between syntax and morphology. (Open Generative Syntax, 10.) Berlin: Language Science Press.",310
langsci277,Syntactic architecture and its consequences III: Inside syntax,,"Bárány, András & Biberauer, Theresa & Douglas, Jamie & Vikner, Sten ","Bárány, András and Biberauer, Theresa and Douglas, Jamie and Vikner, Sten (eds.) 2021. Syntactic architecture and its consequences III: Inside syntax. (Open Generative Syntax, 11.) Berlin: Language Science Press.",475
langsci278,Interpreting language-learning data,,"Edmonds, Amanda & Leclercq, Pascale & Gudmestad, Aarnes ","Edmonds, Amanda and Leclercq, Pascale and Gudmestad, Aarnes (eds.) 2020. Interpreting language-learning data. (EuroSLA Studies, 4.) Berlin: Language Science Press.",58
langsci280,Advances in formal Slavic linguistics 2018,,"Blümel, Andreas & Gajić, Jovana & Geist, Ljudmila & Junghanns, Uwe & Pitsch, Hagen ","Blümel, Andreas and Gajić, Jovana and Geist, Ljudmila and Junghanns, Uwe and Pitsch, Hagen (eds.) 2021. Advances in formal Slavic linguistics 2018. (Open Slavic Linguistics, 4.) Berlin: Language Science Press.",595
langsci281,Categoriality and continuity in prosodic prominence,,"Roessig, Simon","Roessig, Simon (ed.) 2021. Categoriality and continuity in prosodic prominence. (Studies in Laboratory Phonology, 10.) Berlin: Language Science Press.",0
langsci282,Demonstratives in discourse,,"Næss, Åshild & Margetts, Anna & Treis, Yvonne ","Næss, Åshild and Margetts, Anna and Treis, Yvonne (eds.) 2020. Demonstratives in discourse. (Topics at the Grammar-Discourse Interface, 6.) Berlin: Language Science Press.",414
langsci283,"Nominal anchoring: Specificity, definiteness and article systems across languages",,"Balogh, Kata & Latrouite, Anja & Van Valin, Robert D. ","Balogh, Kata and Latrouite, Anja and Van Valin, Robert D. (eds.) 2020. Nominal anchoring: Specificity, definiteness and article systems across languages. (Topics at the Grammar-Discourse Interface, 5.) Berlin: Language Science Press.",286
langsci286,Historical journey in a linguistic archipelago: Descriptive concepts and case studies,,"Aussant, Émilie & Fortis, Jean-Michel ","Aussant, Émilie and Fortis, Jean-Michel (eds.) 2020. Historical journey in a linguistic archipelago: Descriptive concepts and case studies. (History and Philosophy of the Language Sciences, 3.) Berlin: Language Science Press.",0
langsci288,"Translation, interpreting, cognition: The way out of the box",,"Tra&Co  Group, ᠎","Tra&Co  Group (eds.) 2021. Translation, interpreting, cognition: The way out of the box. (Translation and Multilingual Natural Language Processing, 15.) Berlin: Language Science Press.",1
langsci289,Explaining Russian-German code-mixing: A usage-based approach,,"Hakimov, Nikolay","Hakimov, Nikolay (ed.) 2021. Explaining Russian-German code-mixing: A usage-based approach. (Contact and Multilingualism, 3.) Berlin: Language Science Press.",125
langsci290,Multilingualism and third language acquisition: Learning and teaching trends,,"Pinto, Jorge & Alexandre, Nélia ","Pinto, Jorge and Alexandre, Nélia (eds.) 2021. Multilingualism and third language acquisition: Learning and teaching trends. (Contact and Multilingualism, 2.) Berlin: Language Science Press.",0
langsci293,Celebrating 50 years of ACAL: Selected papers from the 50th Annual Conference on African Linguistics,,"Akinlabi, Akinbiyi & Bickmore, Lee & Cahill, Michael & Diercks, Michael & Downing, Laura J & Essegbey, James & Franich, Katie & McPherson, Laura ","Akinlabi, Akinbiyi and Bickmore, Lee and Cahill, Michael and Diercks, Michael and Downing, Laura J and Essegbey, James and Franich, Katie and McPherson, Laura (eds.) 2021. Celebrating 50 years of ACAL: Selected papers from the 50th Annual Conference on African Linguistics. (Contemporary African Linguistics, 7.) Berlin: Language Science Press.",408
langsci295,A grammar of Japhug,,"Jacques, Guillaume","Jacques, Guillaume (ed.) 2021. A grammar of Japhug. (Comprehensive Grammar Library, 1.) Berlin: Language Science Press.",3525
langsci296,Empirical studies in translation and discourse,,"Bisiada, Mario","Bisiada, Mario (ed.) 2021. Empirical studies in translation and discourse. (Translation and Multilingual Natural Language Processing, 14.) Berlin: Language Science Press.",1
langsci298,A grammar of Gyeli,,"Grimm, Nadine","Grimm, Nadine (ed.) 2021. A grammar of Gyeli. (Comprehensive Grammar Library, 2.) Berlin: Language Science Press.",1345
langsci299,OV and VO variation in code-switching,,"Shim, Ji Young","Shim, Ji Young (ed.) 2021. OV and VO variation in code-switching. (Current Issues in Bilingualism, 1.) Berlin: Language Science Press.",51
langsci302,Social and structural aspects of language contact and change,,"Migge, Bettina & Gooden, Shelome ","Migge, Bettina and Gooden, Shelome (eds.) 2022. Social and structural aspects of language contact and change. (Contact and Multilingualism, 5.) Berlin: Language Science Press.",74
langsci303,Computational approaches to semantic change,,"Tahmasebi, Nina & Borin, Lars & Jatowt, Adam & Xu, Yang & Hengchen, Simon ","Tahmasebi, Nina and Borin, Lars and Jatowt, Adam and Xu, Yang and Hengchen, Simon (eds.) 2021. Computational approaches to semantic change. (Language Variation, 6.) Berlin: Language Science Press.",0
langsci304,Formulaic language: Theories and methods,,"Trklja, Aleksandar & Grabowski, Łukasz ","Trklja, Aleksandar and Grabowski, Łukasz (eds.) 2021. Formulaic language: Theories and methods. (Phraseology and Multiword Expressions, 5.) Berlin: Language Science Press.",32
langsci305,German(ic) in language contact: Grammatical and sociolinguistic dynamics,,"Zimmer, Christian","Zimmer, Christian (ed.) 2021. German(ic) in language contact: Grammatical and sociolinguistic dynamics. (Language Variation, 5.) Berlin: Language Science Press.",39
langsci306,Descriptive and theoretical approaches to African linguistics: Selected papers from the 49th Annual Conference on African Linguistics,,"Sibanda, Galen & Ngonyani, Deo & Choti, Jonathan & Biersteker, Ann ","Sibanda, Galen and Ngonyani, Deo and Choti, Jonathan and Biersteker, Ann (eds.) 2022. Descriptive and theoretical approaches to African linguistics: Selected papers from the 49th Annual Conference on African Linguistics. (Contemporary African Linguistics, 6.) Berlin: Language Science Press.",342
langsci307,The Negative Existential Cycle,,"Veselinova, Ljuba & Hamari, Arja ","Veselinova, Ljuba and Hamari, Arja (eds.) 2022. The Negative Existential Cycle. (Research on Comparative Grammar, 2.) Berlin: Language Science Press.",1067
langsci308,A grammar of Tuatschin: A Sursilvan Romansh dialect,,"Maurer-Cecchini, Philippe","Maurer-Cecchini, Philippe (ed.) 2021. A grammar of Tuatschin: A Sursilvan Romansh dialect. (Comprehensive Grammar Library, 3.) Berlin: Language Science Press.",1488
langsci313,"Individual differences in early instructed language learning: The role of language aptitude, cognition, and motivation",,"Berthele, Raphael & Udry, Isabelle ","Berthele, Raphael and Udry, Isabelle (eds.) 2021. Individual differences in early instructed language learning: The role of language aptitude, cognition, and motivation. (EuroSLA Studies, 5.) Berlin: Language Science Press.",0
langsci315,Voice syncretism,,"Bahrt, Nicklas N.","Bahrt, Nicklas N. (ed.) 2021. Voice syncretism. (Research on Comparative Grammar, 1.) Berlin: Language Science Press.",137
langsci316,Formal approaches to number in Slavic and beyond,,"Dočekal, Mojmír & Wągiel, Marcin ","Dočekal, Mojmír and Wągiel, Marcin (eds.) 2021. Formal approaches to number in Slavic and beyond. (Open Slavic Linguistics, 5.) Berlin: Language Science Press.",344
langsci317,Subatomic quantification,,"Wągiel, Marcin","Wągiel, Marcin (ed.) 2021. Subatomic quantification. (Open Slavic Linguistics, 6.) Berlin: Language Science Press.",0
langsci318,Paradigms regained: Theoretical and empirical arguments for the reassessment of the notion of paradigm,,"Diewald, Gabriele & Politt, Katja ","Diewald, Gabriele and Politt, Katja (eds.) 2022. Paradigms regained: Theoretical and empirical arguments for the reassessment of the notion of paradigm. (Empirically Oriented Theoretical Morphology and Syntax, 10.) Berlin: Language Science Press.",154
